"pop_no"	"model"	"gene.flow.intensity.per.generation"	"qpAdm.setup"	"simulation.replicate"	"number"	"fit_criteria1"	"fit_criteria2"	"fit_criteria3"	"odds_maxdist"	"odds_avgdist"	"FPR_maxdist"	"FPR_avgdist"	"FNR_maxdist"	"FNR_avgdist"	"FDR_maxdist"	"FDR_avgdist"
"18 demes"	"4-way"	"10-3 to 10-2"	"dist. rot."	2	32	"% (-0.3,1.3)"	"p>=0.001"	"1. simpler models not checked"	0.00710489306131395	0.00806230461251577	0.13216196964439	0.131391798753176	0.542416452442159	0.485260770975057	0.975991367682762	0.96938224979768
"18 demes"	"4-way"	"10-3 to 10-2"	"dist. rot."	3	32	"% (-0.3,1.3)"	"p>=0.001"	"1. simpler models not checked"	0.0205548113517206	0.0208355517694246	0.179741490201645	0.179010045078621	0.444108761329305	0.41396933560477	0.940229244976565	0.93614552879484
"18 demes"	"4-way"	"10-3 to 10-2"	"dist. rot."	4	32	"% (-0.3,1.3)"	"p>=0.001"	"1. simpler models not checked"	0.0122042514667734	0.0127596568392632	0.145232333431989	0.144223315768846	0.598430813124108	0.53037542662116	0.967356641734794	0.960109004464545
"18 demes"	"4-way"	"10-3 to 10-2"	"dist. rot."	5	32	"% (-0.3,1.3)"	"p>=0.001"	"1. simpler models not checked"	0.0160456314302468	0.0146933560477002	0.141940757325373	0.141920428733674	0.402547065337763	0.359903381642512	0.936734095573146	0.937848138375843
"18 demes"	"4-way"	"10-3 to 10-2"	"dist. rot."	6	32	"% (-0.3,1.3)"	"p>=0.001"	"1. simpler models not checked"	0.0194597734533837	0.0181198502551645	0.178323772872495	0.178850808096373	0.375932835820896	0.372686343171586	0.936240171551108	0.94024303073624
"18 demes"	"4-way"	"10-3 to 10-2"	"dist. rot."	7	32	"% (-0.3,1.3)"	"p>=0.001"	"1. simpler models not checked"	0.0131248062282545	0.013613648113045	0.145647455992284	0.144769946579356	0.486220472440945	0.434810126582278	0.955750211924272	0.949533766600735
"18 demes"	"4-way"	"10-3 to 10-2"	"dist. rot."	8	32	"% (-0.3,1.3)"	"p>=0.001"	"1. simpler models not checked"	0.0137715947716999	0.0126272128249779	0.158934015488664	0.159122133062646	0.372773536895674	0.345807345807346	0.948452530322041	0.95064826432455
"18 demes"	"4-way"	"10-3 to 10-2"	"dist. rot."	9	32	"% (-0.3,1.3)"	"p>=0.001"	"1. simpler models not checked"	0.0147257646070084	0.0121276731450856	0.144389227902218	0.144557125805247	0.495037220843672	0.432757325319309	0.951022864019254	0.954572803850782
"18 demes"	"4-way"	"10-3 to 10-2"	"dist. rot."	10	32	"% (-0.3,1.3)"	"p>=0.001"	"1. simpler models not checked"	0.0145092710296761	0.0140469868643585	0.154911673168807	0.1547709806602	0.391540785498489	0.366812227074236	0.946083418107833	0.9456550837929
"18 demes"	"4-way"	"10-3 to 10-2"	"prox. non-rot."	1	32	"% (-0.3,1.3)"	"p>=0.001"	"1. simpler models not checked"	0.0168563881340149	0.0131212723658052	0.140001140229186	0.141342421660513	0.472378804960541	0.466089466089466	0.940268028079132	0.952776005105297
"18 demes"	"4-way"	"10-3 to 10-2"	"prox. non-rot."	2	32	"% (-0.3,1.3)"	"p>=0.001"	"1. simpler models not checked"	0.0077326968973747	0.00840657241115781	0.139226730310263	0.138383645395491	0.28641975308642	0.231818181818182	0.961878380160929	0.955414852921778
"18 demes"	"4-way"	"10-3 to 10-2"	"prox. non-rot."	3	32	"% (-0.3,1.3)"	"p>=0.001"	"1. simpler models not checked"	0.0177528391136986	0.01716844986315	0.154700576440623	0.154343790074071	0.329018338727077	0.290969899665552	0.928505747126437	0.926896551724138
"18 demes"	"4-way"	"10-3 to 10-2"	"prox. non-rot."	4	32	"% (-0.3,1.3)"	"p>=0.001"	"1. simpler models not checked"	0.0123245137817399	0.0111303487509275	0.152656342267177	0.152818737038376	0.268933539412674	0.222222222222222	0.944267703546601	0.946388594320726
"18 demes"	"4-way"	"10-3 to 10-2"	"prox. non-rot."	5	32	"% (-0.3,1.3)"	"p>=0.001"	"1. simpler models not checked"	0.0187087869958595	0.0169154228855721	0.156015181720595	0.155625717566016	0.263319672131148	0.179864253393665	0.918830435764281	0.91815308195981
"18 demes"	"4-way"	"10-3 to 10-2"	"prox. non-rot."	6	32	"% (-0.3,1.3)"	"p>=0.001"	"1. simpler models not checked"	0.00836725463591135	0.00861435222710222	0.144938187848636	0.14461555861341	0.164414414414414	0.146608315098468	0.953981642272389	0.951624906970975
"18 demes"	"4-way"	"10-3 to 10-2"	"prox. non-rot."	7	32	"% (-0.3,1.3)"	"p>=0.001"	"1. simpler models not checked"	0.0174854288093256	0.0147695592858414	0.145037865271004	0.146192933546869	0.264172335600907	0.235609103078983	0.918518518518519	0.928311362209667
"18 demes"	"4-way"	"10-3 to 10-2"	"prox. non-rot."	8	32	"% (-0.3,1.3)"	"p>=0.001"	"1. simpler models not checked"	0.0188943317004899	0.0174703004891684	0.189359408393698	0.189378057302586	0.353353353353353	0.317837837837838	0.939388252955526	0.940795646462751
"18 demes"	"4-way"	"10-3 to 10-2"	"prox. non-rot."	9	32	"% (-0.3,1.3)"	"p>=0.001"	"1. simpler models not checked"	0.0138115223197253	0.0151865365145466	0.161732163296452	0.161263825478997	0.273480662983425	0.293081761006289	0.941581519324745	0.93758329631275
"18 demes"	"4-way"	"10-3 to 10-2"	"prox. non-rot."	10	32	"% (-0.3,1.3)"	"p>=0.001"	"1. simpler models not checked"	0.0157686500124238	0.0136181575433912	0.114700204514612	0.115296585924089	0.313939393939394	0.26890756302521	0.913811481650678	0.920511649154865
"18 demes"	"4-way"	"10-3 to 10-2"	"prox. rot."	1	32	"% (-0.3,1.3)"	"p>=0.001"	"1. simpler models not checked"	0.0107697817219422	0.00965859021227958	0.134207377256806	0.134487361817595	0.427412814274128	0.40650406504065	0.956069939642835	0.959118909837596
"18 demes"	"4-way"	"10-3 to 10-2"	"prox. rot."	2	32	"% (-0.3,1.3)"	"p>=0.001"	"1. simpler models not checked"	0.0197541664063128	0.0184995319395533	0.150195934908549	0.150626309454821	0.427925892453683	0.423132530120482	0.930024320141499	0.933838160512934
"18 demes"	"4-way"	"10-3 to 10-2"	"prox. rot."	3	32	"% (-0.3,1.3)"	"p>=0.001"	"1. simpler models not checked"	0.0170802781669862	0.0159275318765294	0.155011905478239	0.154527111149272	0.472068444891797	0.415094339622642	0.945026726758201	0.943140132061629
"18 demes"	"4-way"	"10-3 to 10-2"	"prox. rot."	4	32	"% (-0.3,1.3)"	"p>=0.001"	"1. simpler models not checked"	0.0116054495154246	0.0111656057602004	0.149000400187914	0.148396465964034	0.56071964017991	0.495327102803738	0.966916953649862	0.963416699599164
"18 demes"	"4-way"	"10-3 to 10-2"	"prox. rot."	5	32	"% (-0.3,1.3)"	"p>=0.001"	"1. simpler models not checked"	0.0213118574720978	0.0157182223214209	0.146930108501437	0.148048313574672	0.469420818144998	0.406881485527034	0.928540257473271	0.940759327951124
"18 demes"	"4-way"	"10-3 to 10-2"	"prox. rot."	6	32	"% (-0.3,1.3)"	"p>=0.001"	"1. simpler models not checked"	0.0114677295294035	0.0104432258740526	0.11139081183134	0.11137403513674	0.515243902439024	0.47742474916388	0.952466367713005	0.953288490284006
"18 demes"	"4-way"	"10-3 to 10-2"	"prox. rot."	7	32	"% (-0.3,1.3)"	"p>=0.001"	"1. simpler models not checked"	0.0123924268502582	0.0103751545966745	0.111669535283993	0.112451903256837	0.413888888888889	0.39817880794702	0.938929088277858	0.94739507959479
"18 demes"	"4-way"	"10-3 to 10-2"	"prox. rot."	8	32	"% (-0.3,1.3)"	"p>=0.001"	"1. simpler models not checked"	0.0112129085190756	0.0112561216379067	0.126504170654998	0.125774552789245	0.552591463414634	0.488990129081245	0.961855871076743	0.956267463772825
"18 demes"	"4-way"	"10-3 to 10-2"	"prox. rot."	9	32	"% (-0.3,1.3)"	"p>=0.001"	"1. simpler models not checked"	0.0220149954740312	0.019273188720543	0.151799286092466	0.151851946481344	0.588052754072925	0.554573574900574	0.943624588597516	0.946491134940015
"18 demes"	"4-way"	"10-3 to 10-2"	"prox. rot."	10	32	"% (-0.3,1.3)"	"p>=0.001"	"1. simpler models not checked"	0.0209417307343843	0.0176401276350532	0.116935449078029	0.117597983985413	0.477544293366296	0.44076060458313	0.914439946018893	0.922604588394062
"18 demes"	"4-way"	"10-4 to 10-3"	"dist. non-rot."	1	32	"% (-0.3,1.3)"	"p>=0.001"	"1. simpler models not checked"	0.0175981979445305	0.0170663557601463	0.0105790309929406	0.0105735019197138	0.992	0.991755005889282	0.98686679174484	0.98686679174484
"18 demes"	"4-way"	"10-4 to 10-3"	"dist. non-rot."	2	32	"% (-0.3,1.3)"	"p>=0.001"	"1. simpler models not checked"	0.0118592884426934	0.013663501222102	0.0169189848609083	0.0169291180831029	0.983136593591906	0.983870967741935	0.988317757009346	0.98714953271028
"18 demes"	"4-way"	"10-4 to 10-3"	"dist. non-rot."	3	32	"% (-0.3,1.3)"	"p>=0.001"	"1. simpler models not checked"	0.0171076642335766	0.0151009257853999	0.0331888686131387	0.0328767643041433	0.903333333333333	0.874371859296482	0.95253682487725	0.94544462629569
"18 demes"	"4-way"	"10-4 to 10-3"	"dist. non-rot."	4	32	"% (-0.3,1.3)"	"p>=0.001"	"1. simpler models not checked"	0.00936609203203475	0.0111700371039493	0.019275145920999	0.0192124638187929	0.956521739130435	0.954782608695652	0.979310344827586	0.974384236453202
"18 demes"	"4-way"	"10-4 to 10-3"	"dist. non-rot."	5	32	"% (-0.3,1.3)"	"p>=0.001"	"1. simpler models not checked"	0.00941706626610434	0.0114623133032303	0.00573882565909835	0.00559607888541546	0.957055214723926	0.951178451178451	0.934169278996865	0.909090909090909
"18 demes"	"4-way"	"10-4 to 10-3"	"dist. non-rot."	6	32	"% (-0.3,1.3)"	"p>=0.001"	"1. simpler models not checked"	0.00678539448811064	0.00810934666958895	0.0156601333200677	0.0155014046902708	0.976539589442815	0.958230958230958	0.989937106918239	0.978616352201258
"18 demes"	"4-way"	"10-4 to 10-3"	"dist. non-rot."	7	32	"% (-0.3,1.3)"	"p>=0.001"	"1. simpler models not checked"	0.0162363377158245	0.0146491904394757	0.00291066054173927	0.00288634521479548	0.989024390243902	0.986504723346829	0.942307692307692	0.935897435897436
"18 demes"	"4-way"	"10-4 to 10-3"	"dist. non-rot."	8	32	"% (-0.3,1.3)"	"p>=0.001"	"1. simpler models not checked"	0.0140054946110545	0.0133046633517	0.0126222358840368	0.0125559160635091	0.994513031550069	0.98989898989899	0.993948562783661	0.989409984871407
"18 demes"	"4-way"	"10-4 to 10-3"	"dist. non-rot."	9	32	"% (-0.3,1.3)"	"p>=0.001"	"1. simpler models not checked"	0.0142565414050423	0.0148375885576795	0.0131114376777296	0.012546069089312	0.949129852744311	0.912483912483912	0.947586206896552	0.906206896551724
"18 demes"	"4-way"	"10-4 to 10-3"	"dist. non-rot."	10	32	"% (-0.3,1.3)"	"p>=0.001"	"1. simpler models not checked"	0.0226360571520308	0.0180394350440498	0.0146893562369562	0.0146632838564037	0.988475177304965	0.98781838316722	0.98255033557047	0.985234899328859
"18 demes"	"4-way"	"10-4 to 10-3"	"dist. rot."	1	32	"% (-0.3,1.3)"	"p>=0.001"	"1. simpler models not checked"	0.011554706989562	0.0121107266435986	0.0203895998631087	0.0202295991926182	0.943881527669525	0.932291666666667	0.969178082191781	0.961044520547945
"18 demes"	"4-way"	"10-4 to 10-3"	"dist. rot."	2	32	"% (-0.3,1.3)"	"p>=0.001"	"1. simpler models not checked"	0.0118798043326345	0.0107585051523903	0.0176537386443047	0.0175730976292897	0.935294117647059	0.922952149229522	0.958274063537221	0.954954954954955
"18 demes"	"4-way"	"10-4 to 10-3"	"dist. rot."	3	32	"% (-0.3,1.3)"	"p>=0.001"	"1. simpler models not checked"	0.0138190614591701	0.0133982947624848	0.0236485571672278	0.0234131817566653	0.983670803396473	0.966329966329966	0.99054820415879	0.98109640831758
"18 demes"	"4-way"	"10-4 to 10-3"	"dist. rot."	4	32	"% (-0.3,1.3)"	"p>=0.001"	"1. simpler models not checked"	0.0220971688861597	0.019154847199883	0.0151499876270518	0.0148596286006726	0.952716715055993	0.932729007633588	0.935483870967742	0.920203735144312
"18 demes"	"4-way"	"10-4 to 10-3"	"dist. rot."	5	32	"% (-0.3,1.3)"	"p>=0.001"	"1. simpler models not checked"	0.0135576395600951	0.0112418118951228	0.0178156265510305	0.0176967317081646	0.953757225433526	0.937403400309119	0.96600566572238	0.961756373937677
"18 demes"	"4-way"	"10-4 to 10-3"	"dist. rot."	6	32	"% (-0.3,1.3)"	"p>=0.001"	"1. simpler models not checked"	0.012119923453115	0.0117499022258498	0.0255921752073145	0.025472291656039	0.954385964912281	0.94356005788712	0.978854912166558	0.97462589459987
"18 demes"	"4-way"	"10-4 to 10-3"	"dist. rot."	7	32	"% (-0.3,1.3)"	"p>=0.001"	"1. simpler models not checked"	0.00917511283380911	0.0093777832107993	0.0214842556460554	0.021322669088242	0.916270218839201	0.900372439478585	0.96547665751275	0.958022754021185
"18 demes"	"4-way"	"10-4 to 10-3"	"dist. rot."	8	32	"% (-0.3,1.3)"	"p>=0.001"	"1. simpler models not checked"	0.0114175665451544	0.00985475397452186	0.0239098287365018	0.0238213782920716	0.957831325301205	0.945993031358885	0.980260838914346	0.978145928798026
"18 demes"	"4-way"	"10-4 to 10-3"	"dist. rot."	9	32	"% (-0.3,1.3)"	"p>=0.001"	"1. simpler models not checked"	0.0135223384154571	0.0134429198300481	0.0163870192517001	0.0163073761927979	0.981970379909852	0.976036269430052	0.985340314136126	0.980628272251309
"18 demes"	"4-way"	"10-4 to 10-3"	"dist. rot."	10	32	"% (-0.3,1.3)"	"p>=0.001"	"1. simpler models not checked"	0.0202072132518887	0.0165577001554184	0.0198238077395631	0.0193100813558733	0.961190168175938	0.926061877294179	0.961945031712474	0.940380549682875
"18 demes"	"4-way"	"10-4 to 10-3"	"prox. non-rot."	1	32	"% (-0.3,1.3)"	"p>=0.001"	"1. simpler models not checked"	0.018537950332284	0.0153023670243676	0.00820022540903968	0.00809669546352613	0.993710691823899	0.987341772151899	0.985981308411215	0.976635514018692
"18 demes"	"4-way"	"10-4 to 10-3"	"prox. non-rot."	2	32	"% (-0.3,1.3)"	"p>=0.001"	"1. simpler models not checked"	0.00950020652622883	0.0109517806492279	0.0159910308609193	0.0158761424519382	0.888198757763975	0.890287769784173	0.937716262975779	0.929642445213379
"18 demes"	"4-way"	"10-4 to 10-3"	"prox. non-rot."	3	32	"% (-0.3,1.3)"	"p>=0.001"	"1. simpler models not checked"	0.00925500994339911	0.0130129361636789	0.0112628116873183	0.0113047483781813	0.987603305785124	0.991150442477876	0.989915966386555	0.989915966386555
"18 demes"	"4-way"	"10-4 to 10-3"	"prox. non-rot."	4	32	"% (-0.3,1.3)"	"p>=0.001"	"1. simpler models not checked"	0.0140867176770649	0.0144250583871411	0.00902491661761821	0.00906717955763154	0.99025069637883	0.993197278911565	0.985010706638116	0.989293361884368
"18 demes"	"4-way"	"10-4 to 10-3"	"prox. non-rot."	5	32	"% (-0.3,1.3)"	"p>=0.001"	"1. simpler models not checked"	0.0168789560053137	0.0184109095889339	0.011233101508166	0.0112500244565749	0.971064814814815	0.973432518597237	0.958333333333333	0.958333333333333
"18 demes"	"4-way"	"10-4 to 10-3"	"prox. non-rot."	6	32	"% (-0.3,1.3)"	"p>=0.001"	"1. simpler models not checked"	0.01171875	0.0103146918720228	0.0107609675480769	0.0107460335321256	0.974358974358974	0.970909090909091	0.972835314091681	0.972835314091681
"18 demes"	"4-way"	"10-4 to 10-3"	"prox. non-rot."	7	32	"% (-0.3,1.3)"	"p>=0.001"	"1. simpler models not checked"	0.0196078431372549	0.0156054570994247	0.0118419781705786	0.0117185245049934	0.993103448275862	0.986436498150432	0.988709677419355	0.982258064516129
"18 demes"	"4-way"	"10-4 to 10-3"	"prox. non-rot."	8	32	"% (-0.3,1.3)"	"p>=0.001"	"1. simpler models not checked"	0.0138099106417547	0.0146734290913314	0.00510618544737147	0.0051105346703318	0.988795518207283	0.989445910290237	0.970588235294118	0.970588235294118
"18 demes"	"4-way"	"10-4 to 10-3"	"prox. non-rot."	9	32	"% (-0.3,1.3)"	"p>=0.001"	"1. simpler models not checked"	0.0218554525585952	0.0165692007797271	0.00864797648654759	0.00852826510721248	0.989655172413793	0.981900452488688	0.974522292993631	0.966029723991507
"18 demes"	"4-way"	"10-4 to 10-3"	"prox. non-rot."	10	32	"% (-0.3,1.3)"	"p>=0.001"	"1. simpler models not checked"	0.0135354629128316	0.0118332915082138	0.00844999613272488	0.00853232438275776	0.89	0.882544861337684	0.850194552529183	0.859922178988327
"18 demes"	"4-way"	"10-4 to 10-3"	"prox. rot."	1	32	"% (-0.3,1.3)"	"p>=0.001"	"1. simpler models not checked"	0.0204776072522314	0.0191260401690411	0.0155654245155436	0.0153966801725265	0.969322539412015	0.959453302961276	0.961206896551724	0.952047413793103
"18 demes"	"4-way"	"10-4 to 10-3"	"prox. rot."	2	32	"% (-0.3,1.3)"	"p>=0.001"	"1. simpler models not checked"	0.0111188325225851	0.00992573054765045	0.0213776928422516	0.0211095300895398	0.93046875	0.897727272727273	0.965098039215686	0.954117647058824
"18 demes"	"4-way"	"10-4 to 10-3"	"prox. rot."	3	32	"% (-0.3,1.3)"	"p>=0.001"	"1. simpler models not checked"	0.0167705979304369	0.0171940471030198	0.0190729444548281	0.0189194013105893	0.956433637284701	0.948096885813149	0.963105963105963	0.954954954954955
"18 demes"	"4-way"	"10-4 to 10-3"	"prox. rot."	4	32	"% (-0.3,1.3)"	"p>=0.001"	"1. simpler models not checked"	0.0124862859829685	0.0110425180419094	0.0201748428330112	0.0200069559168768	0.961645746164575	0.944094488188976	0.97681281618887	0.970067453625632
"18 demes"	"4-way"	"10-4 to 10-3"	"prox. rot."	5	32	"% (-0.3,1.3)"	"p>=0.001"	"1. simpler models not checked"	0.00851538935826293	0.00852379246273445	0.017580696228899	0.0175225176433339	0.925636007827789	0.918866080156403	0.965233302836231	0.962031107044831
"18 demes"	"4-way"	"10-4 to 10-3"	"prox. rot."	6	32	"% (-0.3,1.3)"	"p>=0.001"	"1. simpler models not checked"	0.0123171350393799	0.0129489697413535	0.0338825173196717	0.0339369528311308	0.964213369345037	0.968508997429306	0.987157741700993	0.988126968742428
"18 demes"	"4-way"	"10-4 to 10-3"	"prox. rot."	7	32	"% (-0.3,1.3)"	"p>=0.001"	"1. simpler models not checked"	0.0165058495034107	0.0146768275472763	0.0163379634538578	0.0163262066045724	0.964668094218415	0.961538461538462	0.965535248041775	0.966579634464752
"18 demes"	"4-way"	"10-4 to 10-3"	"prox. rot."	8	32	"% (-0.3,1.3)"	"p>=0.001"	"1. simpler models not checked"	0.0190743910117142	0.0166043010181966	0.0189679787884968	0.0187716178799218	0.96838679683868	0.954714970697922	0.969188944268237	0.961486180335297
"18 demes"	"4-way"	"10-4 to 10-3"	"prox. rot."	9	32	"% (-0.3,1.3)"	"p>=0.001"	"1. simpler models not checked"	0.0125365910081768	0.0133841509568377	0.0187381551903622	0.0187004105185357	0.963094393186657	0.961410512308716	0.975903614457831	0.973123262279889
"18 demes"	"4-way"	"10-4 to 10-3"	"prox. rot."	10	32	"% (-0.3,1.3)"	"p>=0.001"	"1. simpler models not checked"	0.0141382807373382	0.0140086574184533	0.0110191663612889	0.0110603633389004	0.964436407474382	0.967153284671533	0.956360946745562	0.960059171597633
"18 demes"	"4-way"	"10-5 to 10-2"	"dist. non-rot."	1	32	"% (-0.3,1.3)"	"p>=0.001"	"1. simpler models not checked"	0.0234575835475578	0.0208333333333333	0.0562941838046273	0.0560296474358974	0.833047945205479	0.806730769230769	0.934956637758506	0.93295530353569
"18 demes"	"4-way"	"10-5 to 10-2"	"dist. non-rot."	2	32	"% (-0.3,1.3)"	"p>=0.001"	"1. simpler models not checked"	0.0149979086581552	0.0161312835237583	0.0620431413946262	0.0613347689976272	0.807436918990704	0.772558714462299	0.955521472392638	0.943558282208589
"18 demes"	"4-way"	"10-5 to 10-2"	"dist. non-rot."	3	32	"% (-0.3,1.3)"	"p>=0.001"	"1. simpler models not checked"	0.0100978956293841	0.0108381224206426	0.0621483080243583	0.061075326879315	0.807251908396947	0.717081850533808	0.969633193024654	0.952194828622971
"18 demes"	"4-way"	"10-5 to 10-2"	"dist. non-rot."	4	32	"% (-0.3,1.3)"	"p>=0.001"	"1. simpler models not checked"	0.0128327588354998	0.0115724418267037	0.0687320902030815	0.0682110415197644	0.83495145631068	0.779569892473118	0.97010550996483	0.963950762016413
"18 demes"	"4-way"	"10-5 to 10-2"	"dist. non-rot."	5	32	"% (-0.3,1.3)"	"p>=0.001"	"1. simpler models not checked"	0.0164903483560611	0.0130213094440043	0.0640453331702644	0.0637861336258557	0.76761433868974	0.703588143525741	0.943543543543544	0.942942942942943
"18 demes"	"4-way"	"10-5 to 10-2"	"dist. non-rot."	6	32	"% (-0.3,1.3)"	"p>=0.001"	"1. simpler models not checked"	0.0196492367651835	0.0175836642087351	0.0529189671971419	0.0528117656591848	0.928719008264463	0.920506912442396	0.974215246636771	0.974215246636771
"18 demes"	"4-way"	"10-5 to 10-2"	"dist. non-rot."	7	32	"% (-0.3,1.3)"	"p>=0.001"	"1. simpler models not checked"	0.0169626820993814	0.0175109318531238	0.0321692276990621	0.0316674320627758	0.930588235294118	0.903078677309008	0.964691801316577	0.949132256134051
"18 demes"	"4-way"	"10-5 to 10-2"	"dist. non-rot."	8	32	"% (-0.3,1.3)"	"p>=0.001"	"1. simpler models not checked"	0.0162799842705466	0.0144648780200585	0.0546991742036964	0.0547192400541697	0.826086956521739	0.812754409769335	0.950786056049214	0.952836637047163
"18 demes"	"4-way"	"10-5 to 10-2"	"dist. non-rot."	9	32	"% (-0.3,1.3)"	"p>=0.001"	"1. simpler models not checked"	0.0151024175651525	0.0180213893210959	0.0587207132897347	0.058515352648061	0.828348504551365	0.834972677595628	0.957719410634209	0.951633568225496
"18 demes"	"4-way"	"10-5 to 10-2"	"dist. non-rot."	10	32	"% (-0.3,1.3)"	"p>=0.001"	"1. simpler models not checked"	0.0180013392681294	0.0143852418800903	0.0825028557923347	0.081895790403297	0.776805251641138	0.699863574351978	0.95356248577282	0.949920327794218
"18 demes"	"4-way"	"10-5 to 10-2"	"dist. rot."	1	32	"% (-0.3,1.3)"	"p>=0.001"	"1. simpler models not checked"	0.00848586857423382	0.00972509918196819	0.0519408794445613	0.0518379384194081	0.87396694214876	0.872743682310469	0.979824706466016	0.976682652554986
"18 demes"	"4-way"	"10-5 to 10-2"	"dist. rot."	2	32	"% (-0.3,1.3)"	"p>=0.001"	"1. simpler models not checked"	0.0213744710290114	0.0189666917643684	0.0409340437192837	0.0409451077408483	0.866330390920555	0.85538752362949	0.934755847353303	0.937217890849405
"18 demes"	"4-way"	"10-5 to 10-2"	"dist. rot."	3	32	"% (-0.3,1.3)"	"p>=0.001"	"1. simpler models not checked"	0.0226643096488219	0.0182136602451839	0.0434377281162326	0.0433187390542907	0.899107489328677	0.878846153846154	0.949990382765917	0.951529140219273
"18 demes"	"4-way"	"10-5 to 10-2"	"dist. rot."	4	32	"% (-0.3,1.3)"	"p>=0.001"	"1. simpler models not checked"	0.0139936734926351	0.0148117617139199	0.0602157321486466	0.060124001368049	0.859737006887915	0.857904085257549	0.968432919954904	0.966178128523112
"18 demes"	"4-way"	"10-5 to 10-2"	"dist. rot."	5	32	"% (-0.3,1.3)"	"p>=0.001"	"1. simpler models not checked"	0.0199879073598612	0.0164518495232107	0.0480112864641295	0.0480107583219812	0.887330118369136	0.873673036093418	0.955195258019526	0.958507670850767
"18 demes"	"4-way"	"10-5 to 10-2"	"dist. rot."	6	32	"% (-0.3,1.3)"	"p>=0.001"	"1. simpler models not checked"	0.0154146876768231	0.0143276781967508	0.0555117367672022	0.0548528265691505	0.849276974416018	0.796174536760311	0.959828046249629	0.949451526830715
"18 demes"	"4-way"	"10-5 to 10-2"	"dist. rot."	7	32	"% (-0.3,1.3)"	"p>=0.001"	"1. simpler models not checked"	0.0169339745139654	0.0149344439578511	0.0424110540973771	0.0421489154429837	0.958751983077737	0.941352483542789	0.983797257997507	0.979642708766099
"18 demes"	"4-way"	"10-5 to 10-2"	"dist. rot."	8	32	"% (-0.3,1.3)"	"p>=0.001"	"1. simpler models not checked"	0.0111480707906793	0.00837454891439445	0.0533938440645333	0.0530930972116267	0.856592135697764	0.791197543500512	0.970928415129728	0.968115035948734
"18 demes"	"4-way"	"10-5 to 10-2"	"dist. rot."	9	32	"% (-0.3,1.3)"	"p>=0.001"	"1. simpler models not checked"	0.0134390075809786	0.0142253642555393	0.0789800137835975	0.0786360893180447	0.776923076923077	0.760606060606061	0.96343001261034	0.958490962589323
"18 demes"	"4-way"	"10-5 to 10-2"	"dist. rot."	10	32	"% (-0.3,1.3)"	"p>=0.001"	"1. simpler models not checked"	0.011388238607361	0.011379337657423	0.070529632302466	0.0699305622783317	0.870170015455951	0.817478731631864	0.979467122952823	0.971156196528966
"18 demes"	"4-way"	"10-5 to 10-2"	"prox. non-rot."	1	32	"% (-0.3,1.3)"	"p>=0.001"	"1. simpler models not checked"	0.0171764968888558	0.0151717983043284	0.0736987220090167	0.0727911646586345	0.779826464208243	0.700980392156863	0.951190189949507	0.941332050973792
"18 demes"	"4-way"	"10-5 to 10-2"	"prox. non-rot."	2	32	"% (-0.3,1.3)"	"p>=0.001"	"1. simpler models not checked"	0.0123983938889433	0.0127951405897913	0.0645970032318088	0.0643871852650142	0.800947867298578	0.788667687595712	0.963200934579439	0.959696261682243
"18 demes"	"4-way"	"10-5 to 10-2"	"prox. non-rot."	3	32	"% (-0.3,1.3)"	"p>=0.001"	"1. simpler models not checked"	0.0139275766016713	0.0110135982254798	0.0294606932838131	0.0295881955829878	0.865277777777778	0.84938704028021	0.940123456790123	0.946913580246914
"18 demes"	"4-way"	"10-5 to 10-2"	"prox. non-rot."	4	32	"% (-0.3,1.3)"	"p>=0.001"	"1. simpler models not checked"	0.0102868677458173	0.0119760479041916	0.0332673421062847	0.0324675324675325	0.945283018867925	0.881493506493506	0.983362019506598	0.95811818703385
"18 demes"	"4-way"	"10-5 to 10-2"	"prox. non-rot."	5	32	"% (-0.3,1.3)"	"p>=0.001"	"1. simpler models not checked"	0.0110537951363301	0.0113213252943734	0.0332180715378947	0.0329433555727759	0.825641025641026	0.804674457429048	0.945161290322581	0.937096774193548
"18 demes"	"4-way"	"10-5 to 10-2"	"prox. non-rot."	6	32	"% (-0.3,1.3)"	"p>=0.001"	"1. simpler models not checked"	0.0173742257138541	0.0158394931362196	0.0420569572442967	0.0419935133504299	0.93804347826087	0.932142857142857	0.975043782837128	0.975043782837128
"18 demes"	"4-way"	"10-5 to 10-2"	"prox. non-rot."	7	32	"% (-0.3,1.3)"	"p>=0.001"	"1. simpler models not checked"	0.0118283074209689	0.0126825150137186	0.0550773536798114	0.0549127957174927	0.871961102106969	0.863842662632375	0.973238482384824	0.969512195121951
"18 demes"	"4-way"	"10-5 to 10-2"	"prox. non-rot."	8	32	"% (-0.3,1.3)"	"p>=0.001"	"1. simpler models not checked"	0.0108284409654273	0.0113562198146456	0.0429223744292237	0.0419378298245287	0.796901893287435	0.717569786535304	0.951259809995869	0.928954977282115
"18 demes"	"4-way"	"10-5 to 10-2"	"prox. non-rot."	9	32	"% (-0.3,1.3)"	"p>=0.001"	"1. simpler models not checked"	0.0134888533534004	0.0107696348831101	0.0660709246543129	0.0659874666966866	0.781032078103208	0.735191637630662	0.957209048787135	0.958571817934042
